2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0.09007602,0.18015204,0.27022806,0.36030408,0.4503801,0.54045612,0.63053214,0.72060816,0.81068418,0,0.052382447,0.14344038,0.234853953,0.326549506,0.418282958,0.509713593,0.600935293,0.691888592,0.783279084,0,0.014688874,0.10672872,0.199479845,0.292794932,0.386185817,0.478971066,0.571338446,0.663169024,0.755873987,0,0.070017061,0.164105738,0.259040358,0.354088675,0.44822854,0.541741599,0.634449455,0.728468891,0,0.033305401,0.12873163,0.225285785,0.321991533,0.417486013,0.512144752,0.605729887,0.701063795,0,0.093357523,0.191531211,0.289894391,0.386743486,0.482547905,0.577010319,0.673658698,0,0.057983415,0.157776637,0.25779725,0.356000959,0.452951058,0.548290751,0.646253602,0,0.022609308,0.124022063,0.225700108,0.325258432,0.423354211,0.519571182,0.618848506,0,0.090267489,0.193602966,0.294515906,0.393757364,0.490851614,0.591443409,0,0.056512915,0.161505824,0.263773379,0.364160517,0.462132046,0.564038313,0.564038313
0.09007602,0.18015204,0.27022806,0.36030408,0.4503801,0.54045612,0.63053214,0.72060816,0.81068418,0.9007602,0.052382447,0.14344038,0.234853953,0.326549506,0.418282958,0.509713593,0.600935293,0.691888592,0.783279084,0.87441278,0.014688874,0.10672872,0.199479845,0.292794932,0.386185817,0.478971066,0.571338446,0.663169024,0.755873987,0.84806536,0.070017061,0.164105738,0.259040358,0.354088675,0.44822854,0.541741599,0.634449455,0.728468891,0.82171794,0.033305401,0.12873163,0.225285785,0.321991533,0.417486013,0.512144752,0.605729887,0.701063795,0.79537052,0.093357523,0.191531211,0.289894391,0.386743486,0.482547905,0.577010319,0.673658698,0.7690231,0.057983415,0.157776637,0.25779725,0.356000959,0.452951058,0.548290751,0.646253602,0.74267568,0.022609308,0.124022063,0.225700108,0.325258432,0.423354211,0.519571182,0.618848506,0.71632826,0.090267489,0.193602966,0.294515906,0.393757364,0.490851614,0.591443409,0.68998084,0.056512915,0.161505824,0.263773379,0.364160517,0.462132046,0.564038313,0.66363342,0.66363342
0.052382447,0.14344038,0.234853953,0.326549506,0.418282958,0.509713593,0.600935293,0.691888592,0.783279084,0.87441278,0.014688874,0.10672872,0.199479845,0.292794932,0.386185817,0.478971066,0.571338446,0.663169024,0.755873987,0.84806536,0,0.070017061,0.164105738,0.259040358,0.354088675,0.44822854,0.541741599,0.634449455,0.728468891,0.82171794,0.033305401,0.12873163,0.225285785,0.321991533,0.417486013,0.512144752,0.605729887,0.701063795,0.79537052,0,0.093357523,0.191531211,0.289894391,0.386743486,0.482547905,0.577010319,0.673658698,0.7690231,0.057983415,0.157776637,0.25779725,0.356000959,0.452951058,0.548290751,0.646253602,0.74267568,0.022609308,0.124022063,0.225700108,0.325258432,0.423354211,0.519571182,0.618848506,0.71632826,0,0.090267489,0.193602966,0.294515906,0.393757364,0.490851614,0.591443409,0.68998084,0.056512915,0.161505824,0.263773379,0.364160517,0.462132046,0.564038313,0.66363342,0.022758341,0.129408683,0.233030852,0.33456367,0.433412478,0.536633217,0.637286,0.637286
0,0.052382447,0.14344038,0.234853953,0.326549506,0.418282958,0.509713593,0.600935293,0.691888592,0.783279084,0,0.014688874,0.10672872,0.199479845,0.292794932,0.386185817,0.478971066,0.571338446,0.663169024,0.755873987,0.093519005,0,0.070017061,0.164105738,0.259040358,0.354088675,0.44822854,0.541741599,0.634449455,0.728468891,0,0.033305401,0.12873163,0.225285785,0.321991533,0.417486013,0.512144752,0.605729887,0.701063795,0.206500207,0,0.093357523,0.191531211,0.289894391,0.386743486,0.482547905,0.577010319,0.673658698,0,0.057983415,0.157776637,0.25779725,0.356000959,0.452951058,0.548290751,0.646253602,0,0.022609308,0.124022063,0.225700108,0.325258432,0.423354211,0.519571182,0.618848506,0.374751403,0,0.090267489,0.193602966,0.294515906,0.393757364,0.490851614,0.591443409,0,0.056512915,0.161505824,0.263773379,0.364160517,0.462132046,0.564038313,0,0.022758341,0.129408683,0.233030852,0.33456367,0.433412478,0.536633217,0.536633217
0,0.020268348,0.07388609,0.132692465,0.195612835,0.261857281,0.331387,0.403760673,0.478668204,0.566483266,0.046072681,0.058819502,0.111432991,0.168871382,0.230135372,0.294684677,0.362828961,0.434030889,0.508041182,0.594511866,0.097370656,0,0.148979891,0.205050299,0.264657909,0.327512073,0.394270923,0.464301105,0.53741416,0.622540466,0.148436649,0.186526792,0.241229216,0.299180446,0.360339468,0.425712884,0.494571321,0.566787138,0.650569066,0.224073692,0,0.277408133,0.333702983,0.393166864,0.457154846,0.524841536,0.596160116,0.678597666,0.263449905,0.31358705,0.368225519,0.42599426,0.488596807,0.555111752,0.625533094,0.706626266,0.319859418,0.349765967,0.402748056,0.458821656,0.520038769,0.585381968,0.654906071,0.734654866,0.385944884,0,0.437270593,0.491649052,0.55148073,0.615652184,0.684279049,0.762683466,0.428277396,0.47179313,0.524476447,0.582922692,0.6459224,0.713652027,0.790712066,0.468554215,0.506315666,0.557303843,0.614364653,0.676192616,0.743025005,0.818740666,0.818740666
0.020268348,0.07388609,0.132692465,0.195612835,0.261857281,0.331387,0.403760673,0.478668204,0.566483266,0.655193,0.058819502,0.111432991,0.168871382,0.230135372,0.294684677,0.362828961,0.434030889,0.508041182,0.594511866,0.68213986,0.112393721,0.097370656,0.205050299,0.264657909,0.327512073,0.394270923,0.464301105,0.53741416,0.622540466,0.70908672,0.186526792,0.241229216,0.299180446,0.360339468,0.425712884,0.494571321,0.566787138,0.650569066,0.73603358,0.258136837,0.224073692,0.333702983,0.393166864,0.457154846,0.524841536,0.596160116,0.678597666,0.76298044,0.31358705,0.368225519,0.42599426,0.488596807,0.555111752,0.625533094,0.706626266,0.7899273,0.349765967,0.402748056,0.458821656,0.520038769,0.585381968,0.654906071,0.734654866,0.81687416,0.409068585,0.385944884,0.491649052,0.55148073,0.615652184,0.684279049,0.762683466,0.84382102,0.47179313,0.524476447,0.582922692,0.6459224,0.713652027,0.790712066,0.87076788,0.506315666,0.557303843,0.614364653,0.676192616,0.743025005,0.818740666,0.89771474,0.89771474
0.058819502,0.111432991,0.168871382,0.230135372,0.294684677,0.362828961,0.434030889,0.508041182,0.594511866,0.68213986,0.097370656,0.148979891,0.205050299,0.264657909,0.327512073,0.394270923,0.464301105,0.53741416,0.622540466,0.70908672,0,0.148979891,0.241229216,0.299180446,0.360339468,0.425712884,0.494571321,0.566787138,0.650569066,0.73603358,0.224073692,0.277408133,0.333702983,0.393166864,0.457154846,0.524841536,0.596160116,0.678597666,0.76298044,0,0.277408133,0.368225519,0.42599426,0.488596807,0.555111752,0.625533094,0.706626266,0.7899273,0.349765967,0.402748056,0.458821656,0.520038769,0.585381968,0.654906071,0.734654866,0.81687416,0.385944884,0.437270593,0.491649052,0.55148073,0.615652184,0.684279049,0.762683466,0.84382102,0,0.437270593,0.524476447,0.582922692,0.6459224,0.713652027,0.790712066,0.87076788,0.506315666,0.557303843,0.614364653,0.676192616,0.743025005,0.818740666,0.89771474,0.540838203,0.590131239,0.645806615,0.706462832,0.772397983,0.846769266,0.9246616,0.9246616
0.046072681,0.058819502,0.111432991,0.168871382,0.230135372,0.294684677,0.362828961,0.434030889,0.508041182,0.594511866,0.093519005,0.097370656,0.148979891,0.205050299,0.264657909,0.327512073,0.394270923,0.464301105,0.53741416,0.622540466,0,0.186526792,0.186526792,0.241229216,0.299180446,0.360339468,0.425712884,0.494571321,0.566787138,0.650569066,0.206500207,0.224073692,0.277408133,0.333702983,0.393166864,0.457154846,0.524841536,0.596160116,0.678597666,0,0.31358705,0.31358705,0.368225519,0.42599426,0.488596807,0.555111752,0.625533094,0.706626266,0.319859418,0.349765967,0.402748056,0.458821656,0.520038769,0.585381968,0.654906071,0.734654866,0.374751403,0.385944884,0.437270593,0.491649052,0.55148073,0.615652184,0.684279049,0.762683466,0,0.47179313,0.47179313,0.524476447,0.582922692,0.6459224,0.713652027,0.790712066,0.468554215,0.506315666,0.557303843,0.614364653,0.676192616,0.743025005,0.818740666,0.5309108,0.540838203,0.590131239,0.645806615,0.706462832,0.772397983,0.846769266,0.846769266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148436649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263449905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428277396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112393721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258136837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409068585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
